correctedValue,originalValue,answerCode
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
01/05/2018,05Jan2018,barrier_start_date
